genotype,population,year,StandCountMetric,TotalCount,PeakCount,PeakDAP,StartCount,EndCount,StartDAP,EndDAP,Duration,LastEffectiveFlowerCount,LastEffectiveFlowerPercent,ElongationPct,FiberStrength,FiberUniformityIndexPct,LintPct,LintYield,MicronaireUnits,SeedYield,ShortFiberContentPct,UpperHalfMeanLen
'992204105022,Training,2024,5.861882990333333,486.6666666666667,158.66666666666666,90.66666666666667,24.333333333333332,462.3333333333333,69.33333333333333,105.33333333333333,36,447.6666666666667,0.9037134561673758,5.966666666666667,33.46666666666667,85.5,43.016666666666666,1298.1833333333334,4.8933333333333335,8239.666666666666,5.733333333333333,1.1936666666666667
'992204105025,Training,2024,5.482764098,527.3333333333334,112.66666666666667,89.33333333333333,26.366666666666667,500.96666666666664,70.33333333333333,104.33333333333333,34,492.6666666666667,0.9205530005211661,7.833333333333333,29.166666666666668,85.26666666666667,41.77666666666667,1170.3433333333332,5.116666666666667,7650,5.5,1.151
'992204105026,Training,2024,6.316346058,343.6666666666667,69,85,17.183333333333334,326.48333333333335,68.33333333333333,103,34.666666666666664,329,0.956257079296267,7.2,30.566666666666666,85,41.07333333333333,1270.03,4.423333333333334,8466.333333333334,5.866666666666666,1.212
'992204105027,Training,2024,5.618640520666666,379,107.66666666666667,89.33333333333333,18.95,360.05,72,102,30,358,0.944776135772295,7.433333333333334,33.13333333333333,85.83333333333333,45.71333333333333,1312.8366666666666,5.06,7831.333333333333,5.3,1.195
'992204105029,Training,2024,5.608933152666666,296.6666666666667,54.666666666666664,85,14.833333333333334,281.8333333333333,71,108,37,271.6666666666667,0.9137933392706988,6.7,33.333333333333336,84.63333333333333,43.053333333333335,1204.9866666666667,4.926666666666667,7635,5.5,1.1676666666666666
'992204105030,Training,2024,5.938126557333334,454.6666666666667,118.66666666666667,92,22.733333333333334,431.9333333333333,73,104.33333333333333,31.333333333333332,427.3333333333333,0.9385744720871224,6.533333333333333,32.96666666666666,85.73333333333333,43.26,1363.1599999999999,4.763333333333333,8602.666666666666,5.133333333333334,1.215
'992204105031,Training,2024,6.09128303,466.6666666666667,120.33333333333333,95,23.333333333333336,443.3333333333333,72,103,31,438,0.9366969648423974,6.6,32.56666666666667,86.7,42.95,1235.6399999999999,5.026666666666667,7846.666666666667,4.533333333333333,1.2103333333333333
'992204105032,Training,2024,6.830329430333333,418,100.33333333333333,90.66666666666667,20.9,397.09999999999997,72,106.66666666666667,34.666666666666664,397.6666666666667,0.9408780818733425,6.5,31.066666666666666,84.13333333333334,39.78,1144.2366666666667,4.54,7831.666666666667,6.366666666666667,1.1813333333333333
'992204105036,Training,2024,5.109110573,378.6666666666667,99,87.66666666666667,18.933333333333334,359.7333333333333,73,108,35,357.3333333333333,0.9372796057926273,7.4,29.833333333333332,85.2,43.79666666666667,972.66,5.003333333333333,6017,5.666666666666667,1.152
'992204105037,Training,2024,5.288070082333333,401,115,87.66666666666667,20.05,380.95,71,100.66666666666667,29.666666666666668,388,0.966235573349882,7.066666666666666,30.266666666666666,84.83333333333333,43.446666666666665,1253.3733333333332,4.88,7846.333333333333,5.3999999999999995,1.19
'992204105039,Training,2024,6.6682772906666665,400,96.66666666666667,86.33333333333333,20,380,73,104.33333333333333,31.333333333333332,373.6666666666667,0.9329256720876582,6.6,32.83333333333333,85.6,43.32333333333333,1336.6366666666665,5.263333333333334,8421.333333333334,5.366666666666666,1.2036666666666667
'992204105041,Training,2024,5.213660195,363,75.66666666666667,92.33333333333333,18.15,344.85,69.33333333333333,106.66666666666667,37.333333333333336,337.3333333333333,0.9259969746974697,6.766666666666667,30.133333333333333,85.46666666666667,44.62,736.9566666666667,4.773333333333333,4459.666666666667,5.233333333333333,1.235
'992204105042,Training,2024,5.9758467946666665,395.6666666666667,82.66666666666667,86.33333333333333,19.783333333333335,375.8833333333333,66.66666666666667,110.33333333333333,43.666666666666664,364.3333333333333,0.9181060790625558,6.666666666666667,29.8,85.43333333333334,43.550000000000004,1265,4.78,7922,5.466666666666667,1.2236666666666667
'992204105044,Training,2024,6.964978116333333,457,137.66666666666666,88.66666666666667,22.85,434.15,68.33333333333333,106.66666666666667,38.333333333333336,432.3333333333333,0.937096251174992,7.8,30.066666666666666,84.63333333333334,45.75333333333333,1157.95,4.926666666666667,6879,5.933333333333334,1.1623333333333334
'992204105046,Training,2024,6.628697047,351.6666666666667,74,88,17.583333333333332,334.0833333333333,69.33333333333333,108,38.666666666666664,323.6666666666667,0.9120031279923874,6.666666666666667,31.1,86.03333333333333,43.276666666666664,829.42,4.55,5185.333333333333,5.133333333333334,1.2193333333333334
'992204105047,Training,2024,3.8020046516666666,422.6666666666667,124.66666666666667,95,21.133333333333333,401.5333333333333,73,104.33333333333333,31.333333333333332,391.3333333333333,0.9108932517634747,6.433333333333334,29.9,86.2,45.14,946.9366666666666,4.773333333333333,5714.666666666667,5.233333333333333,1.1946666666666668
'992204105051,Training,2024,6.135736587666667,502,141.33333333333334,92,25.1,476.9,70.33333333333333,103,32.666666666666664,479.6666666666667,0.94904026469159,7.166666666666667,30.366666666666667,85.46666666666667,44.92,1049.72,5.006666666666667,6365,5.866666666666666,1.2176666666666667
'992204105052,Training,2024,6.014723160333333,370.3333333333333,98.33333333333333,88,18.516666666666666,351.81666666666666,72,109,37,338.3333333333333,0.9098873741828598,6.666666666666667,31.3,85.53333333333333,43.00666666666667,1077.6466666666668,4.786666666666667,6848.666666666667,5.566666666666666,1.1863333333333332
'992204105054,Training,2024,7.786699354,505,173.66666666666666,90.66666666666667,25.25,479.75,71,106.66666666666667,35.666666666666664,470.3333333333333,0.9151097691012188,7.466666666666667,31.03333333333333,84.9,40.67,1246.75,5.046666666666667,8376,5.333333333333334,1.1443333333333334
'992204105055,Training,2024,7.623897474666667,421.3333333333333,102.66666666666667,90.66666666666667,21.066666666666666,400.26666666666665,72,106.66666666666667,34.666666666666664,386.3333333333333,0.9135231623135905,7,30.6,85.1,45.22,1394.4333333333334,5.1033333333333335,8421,5.7,1.1620000000000001
'992204105056,Training,2024,5.350772764,323,65.66666666666667,88,16.15,306.84999999999997,63,110.33333333333333,47.333333333333336,289.3333333333333,0.8950080389823527,6.766666666666667,30.333333333333332,84.3,41.339999999999996,667.4733333333334,4.233333333333333,4338.666666666667,6.433333333333334,1.1963333333333332
'992204105057,Training,2024,5.363563062333333,513.3333333333334,201,86.33333333333333,25.666666666666668,487.66666666666663,72,106.66666666666667,34.666666666666664,479,0.9255519240174844,6.833333333333333,29.933333333333334,83.8,43.67,1182.4666666666667,5.2299999999999995,7378,6.466666666666667,1.0803333333333334
'992204105059,Training,2024,6.690313728333333,351.6666666666667,99.33333333333333,85,17.583333333333336,334.0833333333333,72,108,36,329,0.9285034061158264,6.3,31.9,85.66666666666666,39.15,1156.7066666666667,4.57,8073.333333333333,5.733333333333333,1.2006666666666668
'992204105061,Training,2024,6.713502073,503.3333333333333,128,92,25.166666666666668,478.16666666666663,73,100.66666666666667,27.666666666666668,493.6666666666667,0.9773264483096618,6.466666666666667,31.26666666666667,86,42.806666666666665,1179.64,5.05,7514,5.433333333333334,1.2186666666666668
'992204105062,Training,2024,6.50355652,398.3333333333333,90.33333333333333,92.33333333333333,19.916666666666668,378.41666666666663,70.33333333333333,108,37.666666666666664,364,0.9052682444022537,7.366666666666666,29.2,85.43333333333334,41.583333333333336,1188.73,4.996666666666666,7816.666666666667,5.333333333333333,1.195
'992204105064,Training,2024,6.6134362520000005,481.6666666666667,106.66666666666667,87.66666666666667,24.083333333333332,457.5833333333333,68.33333333333333,108,39.666666666666664,430.3333333333333,0.8866003818547582,6.733333333333333,31.066666666666666,86.2,42.70333333333333,1027.01,4.766666666666667,6561.666666666667,4.833333333333333,1.1756666666666666
'992204105066,Training,2024,4.713547361,611,230.33333333333334,87.66666666666667,30.55,580.4499999999999,71,105.33333333333333,34.333333333333336,578,0.9392854975152688,6.8,30.966666666666665,85.3,42.583333333333336,818.2266666666667,5,5215.666666666667,5.666666666666667,1.192
'992204105067,Training,2024,1.5864676336666668,325.6666666666667,108.33333333333333,86.33333333333333,16.283333333333335,309.3833333333333,72,107.66666666666667,35.666666666666664,301,0.8886845185551034,6.566666666666666,32.1,84.93333333333334,43.196666666666665,619.72,5.03,3810,5.566666666666666,1.1793333333333333
'992204105069,Training,2024,7.1431582019999995,422.3333333333333,123.33333333333333,85,21.116666666666667,401.21666666666664,69.33333333333333,108,38.666666666666664,389.6666666666667,0.9122555556898565,6.633333333333334,31.466666666666665,85.1,44.38,1102.6599999999999,5.173333333333333,6788.333333333333,5.833333333333333,1.1686666666666667
'992204105070,Training,2024,6.355276742,444.6666666666667,126.33333333333333,90.66666666666667,22.233333333333334,422.43333333333334,73,103,30,416.3333333333333,0.9322745815691763,7.433333333333334,31.066666666666666,86.16666666666667,41.4,1573.3433333333335,4.6066666666666665,10371.333333333334,5.066666666666666,1.2436666666666667
